Car Details,Car Price,Car Name
"CaracterísticasNISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.MarcaNISSANTipo de veículoSUVAno2020Quilometragem86500Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$87.900,
"CaracterísticasCHEVROLET SILVERADO 4.2 TURBO DIESELCategoriaCarros, vans e utilitáriosModeloCHEVROLET SILVERADO 4.2 TURBO DIESELMarcaCHEVROLETTipo de veículoPick-upAno1999Quilometragem174000Potência do motor4.0 ou maisCombustívelDieselPossui Kit GNVNãoCâmbioManualCorVerdePortas2 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$120.000,
"CaracterísticasCHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.CategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.MarcaCHEVROLETTipo de veículoHatchAno2016Quilometragem168000000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$40.000,
"CaracterísticasCHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5PCategoriaCarros, vans e utilitáriosModeloCHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 5PMarcaCHEVROLETTipo de veículoHatchAno2010Quilometragem117000CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasVer OpcionaisOpcionaisAlarmeTrava elétricaVidro elétrico",R$20.000,
"CaracterísticasFORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5PCategoriaCarros, vans e utilitáriosModeloFORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5PMarcaFORDTipo de veículoHatchAno2011Quilometragem77000Potência do motor1.0CombustívelFlexPossui Kit GNVSimCâmbioManualCorPrataPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$23.000,
"CaracterísticasHYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 PREMIUM 1.6 FLEX 16V AUT.MarcaHYUNDAITipo de veículoSedãAno2015Quilometragem109000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$52.000,
"CaracterísticasJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONGITUDE 2.0 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2019Quilometragem55380CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$104.890,
"CaracterísticasFIAT DOBLO ATTRACTIVE 1.4 FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT DOBLO ATTRACTIVE 1.4 FIRE FLEX 8V 5PMarcaFIATTipo de veículoVan/UtilitárioAno2015Quilometragem130000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$54.900,
"CaracterísticasCHERY TIGGO 5X PRO 1.5 TURBO HÍBRIDOCategoriaCarros, vans e utilitáriosModeloCHERY TIGGO 5X PRO 1.5 TURBO HÍBRIDOMarcaCHERYTipo de veículoSUVAno2023Quilometragem10481CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico",R$136.490,
"CaracterísticasJEEP RENEGADE LONG. T270 1.3 TB 4X2 FLEX AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONG. T270 1.3 TB 4X2 FLEX AUT.MarcaJEEPTipo de veículoPick-upAno2022Quilometragem13569CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorAzulPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$127.490,
"CaracterísticasFIAT ARGO DRIVE 1.0 FIREFLYCategoriaCarros, vans e utilitáriosModeloFIAT ARGO DRIVE 1.0 FIREFLYMarcaFIATTipo de veículoHatchAno2020Quilometragem98718Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoTrava elétricaVidro elétrico",R$55.900,
"CaracterísticasJEEP COMPASSCategoriaCarros, vans e utilitáriosModeloJEEP COMPASSMarcaJEEPAno2021Quilometragem76087Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa2",R$139.990,
"CaracterísticasFIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloFIAT UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5PMarcaFIATTipo de veículoHatchAno2016Quilometragem0Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$39.900,
"CaracterísticasCHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2014Quilometragem128000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$53.490,
"CaracterísticasCHEVROLET VECTRA GLS/EXPRES.2.2/ 2.0 E 2.0 CD 8VCategoriaCarros, vans e utilitáriosModeloCHEVROLET VECTRA GLS/EXPRES.2.2/ 2.0 E 2.0 CD 8VMarcaCHEVROLETTipo de veículoSedãAno1999Quilometragem150000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$21.900,
"CaracterísticasRENAULT MEGANE GRAND TOUR DYNAMIQUE 2.0 16V AUT.CategoriaCarros, vans e utilitáriosModeloRENAULT MEGANE GRAND TOUR DYNAMIQUE 2.0 16V AUT.MarcaRENAULTTipo de veículoSedãAno2008Quilometragem250000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$17.000,
"CaracterísticasHYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4PCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S C.PLUS/C.STYLE1.0 FLEX 12V MEC. 4PMarcaHYUNDAITipo de veículoSedãAno2019Quilometragem102000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoVidro elétrico",R$52.990,
"CaracterísticasPEUGEOT 208 ALLURE 1.2 FLEX 12V 5P MEC.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 208 ALLURE 1.2 FLEX 12V 5P MEC.MarcaPEUGEOTAno2018Quilometragem92922Potência do motor1.2CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa3Tipo de direçãoMecânicaVer OpcionaisOpcionaisAir bagAr condicionado",R$54.900,
"CaracterísticasTOYOTA HILUX CD SR 4X4 2.8 TDI DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX CD SR 4X4 2.8 TDI DIESEL AUT.MarcaTOYOTATipo de veículoPick-upAno2024Quilometragem0Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$239.990,
"CaracterísticasBMW X4 XDRIVE 30I M-SPORT 2.0 TB. 252CV AUTCategoriaCarros, vans e utilitáriosModeloBMW X4 XDRIVE 30I M-SPORT 2.0 TB. 252CV AUTMarcaBMWTipo de veículoPasseioAno2019Quilometragem34500CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa1Ver OpcionaisOpcionaisAlarmeAir bagAir bagAr condicionadoTrava elétricaVidro elétrico",R$389.900,
"CaracterísticasMERCEDES-BENZ C-180 CGI AVANT. 1.6/1.6 FLEXTB 16V AUT.CategoriaCarros, vans e utilitáriosModeloMERCEDES-BENZ C-180 CGI AVANT. 1.6/1.6 FLEXTB 16V AUT.MarcaMERCEDES-BENZTipo de veículoSedãAno2019Quilometragem1Potência do motor1.6CâmbioAutomáticoPossui Kit GNVNão",Prix non trouvé,
"CaracterísticasHONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloHONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.MarcaHONDATipo de veículoHatchAno2004Quilometragem221000Potência do motor1.4CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$16.500,
"CaracterísticasJEEP RENEGADE LIMITED 2.0 4X4 TB DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LIMITED 2.0 4X4 TB DIESEL AUT.MarcaJEEPTipo de veículoSUVAno2018Quilometragem46221Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$105.900,
"CaracterísticasFORD RURAL 4X4CategoriaCarros, vans e utilitáriosModeloFORD RURAL 4X4MarcaFORDTipo de veículoSUVAno1975Quilometragem10CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa2Tipo de direçãoMecânica",R$55.000,
"CaracterísticasVOLKSWAGEN GOL CITY 1.0 TOTAL FLEX 12V 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL CITY 1.0 TOTAL FLEX 12V 4PMarcaVOLKSWAGENTipo de veículoVan/UtilitárioAno2012Quilometragem142972CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa3",R$26.900,
"CaracterísticasVOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.MarcaVOLKSWAGENTipo de veículoHatchAno2020Quilometragem59472Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa3Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$80.900,
"CaracterísticasHYUNDAI CRETA ACTION 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA ACTION 1.6 16V FLEX AUTMarcaHYUNDAITipo de veículoSUVAno2022Quilometragem9900Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$98.990,
"CaracterísticasRENAULT SANDERO AUTHENTIQUE FLEX 1.0 12V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT SANDERO AUTHENTIQUE FLEX 1.0 12V 5PMarcaRENAULTTipo de veículoHatchAno2018Quilometragem76500Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$37.182,
"CaracterísticasHONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloHONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.MarcaHONDATipo de veículoSUVAno2018Quilometragem63000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$91.000,
"CaracterísticasNISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.MarcaNISSANTipo de veículoSUVAno2019Quilometragem65800Potência do motor1.6CombustívelÁlcoolPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$82.000,
"CaracterísticasVOLKSWAGEN SPACEFOX  SPORTLINE/HIGHLINE 1.6 T.FLEXCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SPACEFOX  SPORTLINE/HIGHLINE 1.6 T.FLEXMarcaVOLKSWAGENTipo de veículoSUVAno2009Quilometragem110321Potência do motor1.6CombustívelFlexPossui Kit GNVSimCâmbioManualCorBrancoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$19.900,
"CaracterísticasHYUNDAI HB20 VISION 1.0 FLEX 12V MECCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 VISION 1.0 FLEX 12V MECMarcaHYUNDAITipo de veículoHatchAno2020Quilometragem73000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$55.000,
"CaracterísticasRENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.CategoriaCarros, vans e utilitáriosModeloRENAULT LOGAN LIFE FLEX 1.0 12V 4P MEC.MarcaRENAULTTipo de veículoSedãAno2020Quilometragem64000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$41.900,
"CaracterísticasVOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4PMarcaVOLKSWAGENTipo de veículoHatchAno2011Quilometragem133000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeSomTrava elétricaVidro elétrico",R$26.000,
"CaracterísticasTOYOTA HILUXCategoriaCarros, vans e utilitáriosModeloTOYOTA HILUXMarcaTOYOTAAno2018Quilometragem59222Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagCâmera de ré",R$239.790,
"CaracterísticasCHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.MarcaCHEVROLETTipo de veículoPick-upAno2023Quilometragem2100Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$261.890,
"CaracterísticasHYUNDAI CRETA PULSE 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA PULSE 1.6 16V FLEX AUT.MarcaHYUNDAITipo de veículoSUVAno2017Quilometragem101000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa3Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$76.900,
"CaracterísticasFIAT ARGO DRIVE 1.0 FIREFLYCategoriaCarros, vans e utilitáriosModeloFIAT ARGO DRIVE 1.0 FIREFLYMarcaFIATTipo de veículoPasseioAno2021Quilometragem82593CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas4 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$60.990,
"CaracterísticasFORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5PCategoriaCarros, vans e utilitáriosModeloFORD FOCUS 1.6 S/SE/SE PLUS FLEX 8V/16V  5PMarcaFORDTipo de veículoHatchAno2013Quilometragem115700Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$44.990,
"CaracterísticasJEEP RENEGADE LONG. T270 1.3 TB 4X2 FLEX AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONG. T270 1.3 TB 4X2 FLEX AUT.MarcaJEEPTipo de veículoSUVAno2022Quilometragem50000Potência do motor1.3CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$109.320,
"CaracterísticasFIAT ARGO DRIVE 1.0 6V FLEXCategoriaCarros, vans e utilitáriosModeloFIAT ARGO DRIVE 1.0 6V FLEXMarcaFIATAno2022Quilometragem77376Potência do motor1.0CombustívelÁlcoolPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9",R$59.280,
"CaracterísticasCITROEN C4 GLX 1.6 FLEX 16V 5P MEC.CategoriaCarros, vans e utilitáriosModeloCITROEN C4 GLX 1.6 FLEX 16V 5P MEC.MarcaCITROENTipo de veículoHatchAno2011Quilometragem123000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$29.900,
"CaracterísticasHONDA CIVIC SEDAN LX 2.0 FLEX 16V AUT. 4PCategoriaCarros, vans e utilitáriosModeloHONDA CIVIC SEDAN LX 2.0 FLEX 16V AUT. 4PMarcaHONDATipo de veículoSedãAno2021Quilometragem16836Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorAzulPortas4 portasFinal de placa2Tipo de direçãoElétrica",R$114.990,
"CaracterísticasVOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN T-CROSS COMFORTLINE 1.0 TSI FLEX 5P AUT.MarcaVOLKSWAGENAno2024Quilometragem4940Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$144.900,
"CaracterísticasVOLKSWAGEN VOYAGE I MOTION COMF/HGHLI.1.6 T.FLEX 8VCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VOYAGE I MOTION COMF/HGHLI.1.6 T.FLEX 8VMarcaVOLKSWAGENTipo de veículoSedãAno2011Quilometragem128000Potência do motor1.6CombustívelFlexPossui Kit GNVSimCâmbioSemi-AutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$31.899,
"CaracterísticasFIAT IDEA ADVENT./ ADV.LOCKER 1.8 MPI FLEX 5PCategoriaCarros, vans e utilitáriosModeloFIAT IDEA ADVENT./ ADV.LOCKER 1.8 MPI FLEX 5PMarcaFIATTipo de veículoHatchAno2007Quilometragem150000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$24.900,
"CaracterísticasVOLKSWAGEN PASSAT HIGHLINE 2.0 TSI 220CV TIP.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN PASSAT HIGHLINE 2.0 TSI 220CV TIP.MarcaVOLKSWAGENTipo de veículoSedãAno2018Quilometragem103253Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$135.990,
"CaracterísticasRENAULT SANDERO GT LINE FLEX 1.6 16V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT SANDERO GT LINE FLEX 1.6 16V 5PMarcaRENAULTAno2017Quilometragem136000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$51.890,
"CaracterísticasPEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.MarcaPEUGEOTTipo de veículoHatchAno2022Quilometragem39835Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$77.990,
"CaracterísticasCHEVROLET CAMARO SS CONVERSÍVEL 6.2 V8 16VCategoriaCarros, vans e utilitáriosModeloCHEVROLET CAMARO SS CONVERSÍVEL 6.2 V8 16VMarcaCHEVROLETAno2012Quilometragem39000Potência do motor4.0 ou maisCombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorAmareloPortas2 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réTrava elétricaVidro elétrico",R$235.000,
"CaracterísticasFORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5PCategoriaCarros, vans e utilitáriosModeloFORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5PMarcaFORDTipo de veículoHatchAno2013Quilometragem175000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$27.900,
"CaracterísticasJEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.MarcaJEEPTipo de veículoSUVAno2021Quilometragem28000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$159.890,
"CaracterísticasVOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.MarcaVOLKSWAGENTipo de veículoHatchAno2018Quilometragem56Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$73.899,
