Titre,motclé,tag,tag1,date,upper,information,information7,information8,information9,tag12
,"VOLKSWAGEN
TOUAREG
V6 3.6",VOLKSWAGEN,TOUAREG, 13/05/2023, RUSSIE,ESSENCE,322 000 KM,2007,AUTOMATIQUE,V6 3.6
"

                              8 630 €  ","VOLKSWAGEN
PASSAT
1.4",VOLKSWAGEN,PASSAT, 13/05/2023, RUSSIE,ESSENCE,289 000 KM,2011,AUTOMATIQUE,1.4
"

                              7 551 €  ","TOYOTA
PASSO
1.0",TOYOTA,PASSO, 13/05/2023, RUSSIE,ESSENCE,89 000 KM,2009,AUTOMATIQUE,1.0
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 13/05/2023, RUSSIE,ESSENCE,277 441 KM,2007,AUTOMATIQUE,
"

                              3 277 €  ","LADA
KALINA
1.6",LADA,KALINA, 13/05/2023, RUSSIE,ESSENCE,220 000 KM,2010,MANUELLE,1.6
"

                              19 055 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 13/05/2023, RUSSIE,ESSENCE,271 100 KM,2017,AUTOMATIQUE,2.5
"

                              7 078 €  ","LADA
URBAN
1.7",LADA,URBAN, 13/05/2023, RUSSIE,ESSENCE,36 000 KM,2018,MANUELLE,1.7
,"LADA
SAMARA
1.3",LADA,SAMARA, 13/05/2023, RUSSIE,ESSENCE,150 000 KM,1991,MANUELLE,1.3
,"TOYOTA
COROLLA
1.6",TOYOTA,COROLLA, 13/05/2023, RUSSIE,ESSENCE,165 000 KM,2013,AUTOMATIQUE,1.6
"

                              43 857 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 13/05/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.5
,"INFINITI
Q50
V6 3.0",INFINITI,Q50, 14/05/2023, RUSSIE,ESSENCE,125 000 KM,2017,AUTOMATIQUE,V6 3.0
,"INFINITI
FX50V8 5.0",INFINITI,FX50V8 5.0, 14/05/2023, RUSSIE,ESSENCE,215 000 KM,2008,AUTOMATIQUE,FX50
"

                              35 085 €  ","JAGUAR
F-PACE
D1802.0",JAGUAR,F-PACE, 14/05/2023, RUSSIE,DIESEL,116 800 KM,2017,AUTOMATIQUE,D180
,"LEXUS
RX 3002.0",LEXUS,RX 3002.0, 14/05/2023, RUSSIE,ESSENCE,115 000 KM,2018,AUTOMATIQUE,RX 300
,"ACURA
RDX
2.34WD",ACURA,RDX, 14/05/2023, RUSSIE,ESSENCE,197 000 KM,2007,AUTOMATIQUE,2.3
"

                              19 660 €  ","MINI
COUNTRYMAN
COOPER S1.6ALL4",MINI,COUNTRYMAN, 14/05/2023, RUSSIE,ESSENCE,65 000 KM,2014,AUTOMATIQUE,COOPER S
"

                              8 368 €  ","UAZ
PATRIOT
2.7",UAZ,PATRIOT, 14/05/2023, RUSSIE,ESSENCE,84 000 KM,2013,MANUELLE,2.7
,"UAZ
452",UAZ,452, 14/05/2023, RUSSIE,ESSENCE,100 000 KM,1985,MANUELLE,
"

                              15 758 €  ","UAZ
PATRIOT
2.7",UAZ,PATRIOT, 14/05/2023, RUSSIE,ESSENCE,6 914 KM,2022,MANUELLE,2.7
,"RENAULT
SCENIC
1.6",RENAULT,SCENIC, 14/05/2023, RUSSIE,ESSENCE,205 000 KM,2008,MANUELLE,1.6
"

                              3 529 €  ","ROVER
75
V6 2.5",ROVER,75, 14/05/2023, RUSSIE,ESSENCE,288 244 KM,1999,MANUELLE,V6 2.5
"

                              4 285 €  ","CHEVROLET
LACETTI
1.6",CHEVROLET,LACETTI, 14/05/2023, RUSSIE,ESSENCE,220 000 KM,2007,MANUELLE,1.6
"

                              9 376 €  ","FORD
TRANSIT
2.2",FORD,TRANSIT, 14/05/2023, RUSSIE,DIESEL,365 000 KM,2013,MANUELLE,2.2
"

                              20 668 €  ","LEXUS
CT 200H1.8",LEXUS,CT 200H1.8, 14/05/2023, RUSSIE,HYBRIDE,44 000 KM,2015,AUTOMATIQUE,CT 200H
"

                              15 617 €  ","CHEVROLET
COBALT
1.5",CHEVROLET,COBALT, 14/05/2023, RUSSIE,ESSENCE,30 KM,2023,MANUELLE,1.5
,"FORD
MUSTANG
2.3",FORD,MUSTANG, 14/05/2023, RUSSIE,ESSENCE,147 000 KM,2016,AUTOMATIQUE,2.3
,"TESLA
MODEL S
75RWD",TESLA,MODEL S, 14/05/2023, RUSSIE,ELECTRIQUE,94 000 KM,2016,AUTOMATIQUE,75
,"MERCEDES
CLASSE E
E 3504MATIC",MERCEDES,CLASSE E, 14/05/2023, RUSSIE,ESSENCE,160 000 KM,2008,AUTOMATIQUE,E 350
"

                              2 420 €  ","NISSAN
LIBERTY
2.0",NISSAN,LIBERTY, 14/05/2023, RUSSIE,ESSENCE,350 000 KM,2000,AUTOMATIQUE,2.0
,"HYUNDAI
GRANDEUR",HYUNDAI,GRANDEUR, 14/05/2023, RUSSIE,ESSENCE,142 000 KM,2018,AUTOMATIQUE,
"

                              18 853 €  ","TOYOTA
CAMRY
2.0",TOYOTA,CAMRY, 14/05/2023, RUSSIE,ESSENCE,166 000 KM,2015,AUTOMATIQUE,2.0
"

                              4 033 €  ","TOYOTA
LITE ACE
2.0",TOYOTA,LITE ACE, 14/05/2023, RUSSIE,ESSENCE,327 666 KM,2001,AUTOMATIQUE,2.0
,"BMW
SERIE 3
3182.0",BMW,SERIE 3, 14/05/2023, RUSSIE,DIESEL,140 000 KM,2018,AUTOMATIQUE,318
"

                              7 562 €  ","HYUNDAI
TUCSON
2.04X2",HYUNDAI,TUCSON, 14/05/2023, RUSSIE,DIESEL,292 000 KM,2008,AUTOMATIQUE,2.0
,"LADA
2107
1.6",LADA,2107, 14/05/2023, RUSSIE,ESSENCE,30 000 KM,2010,MANUELLE,1.6
,"LADA
KALINA
1.6",LADA,KALINA, 14/05/2023, RUSSIE,ESSENCE,194 000 KM,2008,MANUELLE,1.6
"

                              5 646 €  ","LADA
4X4",LADA,4X4, 14/05/2023, RUSSIE,ESSENCE,110 000 KM,2015,MANUELLE,
,"MERCEDES
CLASSE E
E 300",MERCEDES,CLASSE E, 14/05/2023, RUSSIE,ESSENCE,110 000 KM,2014,AUTOMATIQUE,E 300
"

                              37 808 €  ","MERCEDES
CL 420",MERCEDES,CL 420, 14/05/2023, RUSSIE,ESSENCE,154 000 KM,1997,AUTOMATIQUE,CL 420
"

                              8 318 €  ","DATSUN
ON-DO
1.6",DATSUN,ON-DO, 15/05/2023, RUSSIE,ESSENCE,72 000 KM,2021,AUTOMATIQUE,1.6
,"AUDI
A6
3.0QUATTRO",AUDI,A6, 15/05/2023, RUSSIE,DIESEL,280 000 KM,2012,AUTOMATIQUE,3.0
,"HONDA
INSPIRE",HONDA,INSPIRE, 15/05/2023, RUSSIE,ESSENCE,262 000 KM,1999,AUTOMATIQUE,
"

                              11 796 €  ","RENAULT
DUSTER
2.0",RENAULT,DUSTER, 15/05/2023, RUSSIE,ESSENCE,78 000 KM,2016,AUTOMATIQUE,2.0
,"MERCEDES
TN",MERCEDES,TN, 15/05/2023, RUSSIE,DIESEL,380 000 KM,1994,MANUELLE,
,"MAZDA
PROTEGE
2.0",MAZDA,PROTEGE, 15/05/2023, RUSSIE,ESSENCE,310 000 KM,2002,AUTOMATIQUE,2.0
,"TOYOTA
TUNDRA
V8 5.7",TOYOTA,TUNDRA, 15/05/2023, RUSSIE,ESSENCE,167 370 KM,2019,AUTOMATIQUE,V8 5.7
,"HYUNDAI
SOLARIS
1.6",HYUNDAI,SOLARIS, 15/05/2023, RUSSIE,ESSENCE,17 770 KM,2021,AUTOMATIQUE,1.6
"

                              67 449 €  ","HYUNDAI
PALISADE",HYUNDAI,PALISADE, 15/05/2023, RUSSIE,DIESEL,10 KM,2022,AUTOMATIQUE,
"

                              1 966 €  ","LADA
SAMARA
1.6",LADA,SAMARA, 15/05/2023, RUSSIE,ESSENCE,177 852 KM,2009,MANUELLE,1.6
,"LADA
VESTA
1.6",LADA,VESTA, 15/05/2023, RUSSIE,ESSENCE,11 800 KM,2020,AUTOMATIQUE,1.6
"

                              5 646 €  ","KIA
MAGENTIS
2.5",KIA,MAGENTIS, 15/05/2023, RUSSIE,ESSENCE,259 000 KM,2006,AUTOMATIQUE,2.5
,"MITSUBISHI
PAJERO
V6 3.0",MITSUBISHI,PAJERO, 15/05/2023, RUSSIE,ESSENCE,179 114 KM,2011,AUTOMATIQUE,V6 3.0
"

                              58 365 €  ","VOLKSWAGEN
MULTIVAN
2.0",VOLKSWAGEN,MULTIVAN, 15/05/2023, RUSSIE,DIESEL,47 000 KM,2020,AUTOMATIQUE,2.0
"

                              2 521 €  ","IZH
2126",IZH,2126, 16/05/2023, RUSSIE,ESSENCE,27 301 KM,2002,MANUELLE,
,"GENESIS
G90",GENESIS,G90, 16/05/2023, RUSSIE,ESSENCE,86 000 KM,2018,AUTOMATIQUE,
"

                              3 730 €  ","DATSUN
ON-DO
1.6",DATSUN,ON-DO, 16/05/2023, RUSSIE,ESSENCE,250 000 KM,2015,MANUELLE,1.6
,"VOLVO
XC90
T82.0",VOLVO,XC90, 16/05/2023, RUSSIE,-,32 440 KM,2021,AUTOMATIQUE,T8
,"AUDI
A5
RS5V6 2.9QUATTRO",AUDI,A5, 16/05/2023, RUSSIE,ESSENCE,77 848 KM,2018,AUTOMATIQUE,RS5
,"CHERY
TIGGO
2.0",CHERY,TIGGO, 16/05/2023, RUSSIE,ESSENCE,30 000 KM,2015,AUTOMATIQUE,2.0
,"MITSUBISHI
OUTLANDER
2.0",MITSUBISHI,OUTLANDER, 16/05/2023, RUSSIE,ESSENCE,10 500 KM,2021,AUTOMATIQUE,2.0
,"BMW
SERIE 1
1253.0",BMW,SERIE 1, 16/05/2023, RUSSIE,ESSENCE,148 000 KM,2008,AUTOMATIQUE,125
,"MERCEDES
CLASSE S
S 5004MATIC",MERCEDES,CLASSE S, 16/05/2023, RUSSIE,ESSENCE,132 000 KM,2011,AUTOMATIQUE,S 500
,"FORD
TRANSIT
2.4",FORD,TRANSIT, 16/05/2023, RUSSIE,DIESEL,600 000 KM,2009,MANUELLE,2.4
,"MITSUBISHI
PAJERO
3.2",MITSUBISHI,PAJERO, 16/05/2023, RUSSIE,DIESEL,360 000 KM,2000,AUTOMATIQUE,3.2
"

                              6 755 €  ","FORD
TRANSIT
2.2",FORD,TRANSIT, 16/05/2023, RUSSIE,DIESEL,660 000 KM,2013,MANUELLE,2.2
,"FORD
FOCUS
1.6",FORD,FOCUS, 16/05/2023, RUSSIE,ESSENCE,276 000 KM,2005,MANUELLE,1.6
,"HYUNDAI
I40
1.7CREATIVE",HYUNDAI,I40, 16/05/2023, RUSSIE,DIESEL,63 000 KM,2019,AUTOMATIQUE,1.7
"

                              8 570 €  ","HYUNDAI
COUPE
V6 2.7",HYUNDAI,COUPE, 16/05/2023, RUSSIE,ESSENCE,145 000 KM,2007,AUTOMATIQUE,V6 2.7
,"HONDA
CR-V
2.0",HONDA,CR-V, 16/05/2023, RUSSIE,ESSENCE,303 000 KM,2007,AUTOMATIQUE,2.0
"

                              21 162 €  ","VOLKSWAGEN
PASSAT
1.6",VOLKSWAGEN,PASSAT, 16/05/2023, RUSSIE,DIESEL,108 000 KM,2019,AUTOMATIQUE,1.6
"

                              35 287 €  ","HYUNDAI
STAREX
2.5",HYUNDAI,STAREX, 16/05/2023, RUSSIE,DIESEL,82 000 KM,2019,AUTOMATIQUE,2.5
"

                              59 988 €  ","MERCEDES
CLASSE E
E 2002.04MATIC",MERCEDES,CLASSE E, 16/05/2023, RUSSIE,ESSENCE,31 000 KM,2021,AUTOMATIQUE,E 200
"

                              11 998 €  ","BMW
SERIE 3
3202.0",BMW,SERIE 3, 16/05/2023, RUSSIE,ESSENCE,223 000 KM,2012,AUTOMATIQUE,320
,"BMW
SERIE 3
3283.0",BMW,SERIE 3, 16/05/2023, RUSSIE,ESSENCE,250 000 KM,2006,AUTOMATIQUE,328
,"BMW
I3",BMW,I3, 16/05/2023, RUSSIE,ELECTRIQUE,70 000 KM,2018,AUTOMATIQUE,
"

                              807 €  ","LADA
2106
1.6",LADA,2106, 16/05/2023, RUSSIE,ESSENCE,115 000 KM,1996,MANUELLE,1.6
"

                              6 049 €  ","LADA
KALINA
1.6",LADA,KALINA, 16/05/2023, RUSSIE,ESSENCE,67 000 KM,2015,MANUELLE,1.6
,"HYUNDAI
VENUE",HYUNDAI,VENUE, 16/05/2023, RUSSIE,ESSENCE,40 000 KM,2020,AUTOMATIQUE,
,"LADA
4X4",LADA,4X4, 16/05/2023, RUSSIE,ESSENCE,20 000 KM,2005,MANUELLE,
,"KIA
SOUL
1.6",KIA,SOUL, 16/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
"

                              2 117 €  ","ZAZ
CHANCE
1.3",ZAZ,CHANCE, 17/05/2023, RUSSIE,ESSENCE,144 444 KM,2010,MANUELLE,1.3
"

                              8 570 €  ","GAZ
21",GAZ,21, 17/05/2023, RUSSIE,ESSENCE,2 000 KM,1968,MANUELLE,
,"AUDI
Q7
V6 3.0QUATTRO",AUDI,Q7, 17/05/2023, RUSSIE,DIESEL,158 500 KM,2009,AUTOMATIQUE,V6 3.0
,"CHERY
TIGGO
2.0",CHERY,TIGGO, 17/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
,"CHERY
TIGGO
1.5",CHERY,TIGGO, 17/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              2 218 €  ","FIAT
PUNTO
1.2",FIAT,PUNTO, 17/05/2023, RUSSIE,ESSENCE,170 000 KM,2003,MANUELLE,1.2
"

                              14 115 €  ","CADILLAC
SRX
V6 3.6",CADILLAC,SRX, 17/05/2023, RUSSIE,ESSENCE,166 817 KM,2013,AUTOMATIQUE,V6 3.6
,"LAND ROVER
DISCOVERY
3.0AWD",LAND ROVER,DISCOVERY, 17/05/2023, RUSSIE,DIESEL,105 000 KM,2018,AUTOMATIQUE,3.0
"

                              4 436 €  ","OPEL
CORSA
1.2",OPEL,CORSA, 17/05/2023, RUSSIE,ESSENCE,146 000 KM,2007,MANUELLE,1.2
,"OPEL
VECTRA
2.2",OPEL,VECTRA, 17/05/2023, RUSSIE,DIESEL,277 757 KM,2003,MANUELLE,2.2
,"CHEVROLET
AVEO
1.6",CHEVROLET,AVEO, 17/05/2023, RUSSIE,ESSENCE,227 000 KM,2012,MANUELLE,1.6
"

                              7 834 €  ","FORD
CAPRI
1.6",FORD,CAPRI, 17/05/2023, RUSSIE,ESSENCE,100 000 KM,1981,MANUELLE,1.6
,"MERCEDES
GLK 280",MERCEDES,GLK 280, 17/05/2023, RUSSIE,ESSENCE,246 000 KM,2008,AUTOMATIQUE,GLK 280
"

                              104 853 €  ","VOLKSWAGEN
MULTIVAN",VOLKSWAGEN,MULTIVAN, 17/05/2023, RUSSIE,-,16 000 KM,2021,AUTOMATIQUE,
,"BMW
SERIE 5
520",BMW,SERIE 5, 17/05/2023, RUSSIE,DIESEL,386 000 KM,2008,AUTOMATIQUE,520
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 17/05/2023, RUSSIE,ESSENCE,389 000 KM,1999,AUTOMATIQUE,
,"TOYOTA
CAMRY
2.4",TOYOTA,CAMRY, 17/05/2023, RUSSIE,ESSENCE,206 604 KM,2008,AUTOMATIQUE,2.4
,"TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 17/05/2023, RUSSIE,ESSENCE,151 156 KM,2016,AUTOMATIQUE,2.5
,"LADA
4X4",LADA,4X4, 17/05/2023, RUSSIE,ESSENCE,96 000 KM,2018,MANUELLE,
,"LADA
VESTA
1.6",LADA,VESTA, 17/05/2023, RUSSIE,ESSENCE,105 000 KM,2016,MANUELLE,1.6
,"LADA
4X4",LADA,4X4, 17/05/2023, RUSSIE,ESSENCE,247 000 KM,2016,MANUELLE,
"

                              5 747 €  ","NISSAN
SERENA
2.04X4",NISSAN,SERENA, 17/05/2023, RUSSIE,ESSENCE,350 000 KM,2001,AUTOMATIQUE,2.0
,"GAZ
GAZELLE
2.8",GAZ,GAZELLE, 18/05/2023, RUSSIE,DIESEL,130 000 KM,2019,MANUELLE,2.8
"

                              40 076 €  ","INFINITI
QX60
2.5",INFINITI,QX60, 18/05/2023, RUSSIE,-,57 000 KM,2018,AUTOMATIQUE,2.5
,"INFINITI
Q70",INFINITI,Q70, 18/05/2023, RUSSIE,ESSENCE,170 000 KM,2015,AUTOMATIQUE,
,"INFINITI
FX35V6 3.5",INFINITI,FX35V6 3.5, 18/05/2023, RUSSIE,ESSENCE,187 000 KM,2009,AUTOMATIQUE,FX35
,"HONGQI
E-HS9",HONGQI,E-HS9, 18/05/2023, RUSSIE,-,124 KM,2022,AUTOMATIQUE,
,"IZH
2126",IZH,2126, 18/05/2023, RUSSIE,ESSENCE,70 000 KM,2003,MANUELLE,
"

                              41 639 €  ","VOLVO
S90
2.0",VOLVO,S90, 18/05/2023, RUSSIE,ESSENCE,47 867 KM,2021,AUTOMATIQUE,2.0
"

                              7 562 €  ","FIAT
DUCATO
2.3",FIAT,DUCATO, 18/05/2023, RUSSIE,DIESEL,350 000 KM,2010,MANUELLE,2.3
,"GAZ
3110
2.4",GAZ,3110, 18/05/2023, RUSSIE,ESSENCE,150 000 KM,2000,MANUELLE,2.4
,"ISUZU
BIGHORN",ISUZU,BIGHORN, 18/05/2023, RUSSIE,DIESEL,138 847 KM,1995,MANUELLE,
"

                              4 134 €  ","GREAT WALL MOTORS
SAILOR",GREAT WALL MOTORS,SAILOR, 18/05/2023, RUSSIE,ESSENCE,100 000 KM,2006,MANUELLE,
,"NISSAN
MURANO
V6 3.54X4",NISSAN,MURANO, 18/05/2023, RUSSIE,ESSENCE,100 000 KM,2003,AUTOMATIQUE,V6 3.5
"

                              2 924 €  ","FORD
TRANSIT
2.0",FORD,TRANSIT, 18/05/2023, RUSSIE,DIESEL,317 056 KM,2006,MANUELLE,2.0
,"FORD
FOCUS
1.6",FORD,FOCUS, 18/05/2023, RUSSIE,ESSENCE,253 000 KM,2012,AUTOMATIQUE,1.6
,"BMW
X5
30I",BMW,X5, 18/05/2023, RUSSIE,ESSENCE,186 300 KM,2009,AUTOMATIQUE,30I
,"FORD
TRANSIT
2.0",FORD,TRANSIT, 18/05/2023, RUSSIE,ESSENCE,230 000 KM,1989,MANUELLE,2.0
"

                              8 368 €  ","BMW
X5
30I3.0",BMW,X5, 18/05/2023, RUSSIE,ESSENCE,250 000 KM,2001,AUTOMATIQUE,30I
,"MITSUBISHI
LANCER
1.6",MITSUBISHI,LANCER, 18/05/2023, RUSSIE,ESSENCE,185 000 KM,2003,AUTOMATIQUE,1.6
,"MERCEDES
CLASSE M
ML 350",MERCEDES,CLASSE M, 18/05/2023, RUSSIE,DIESEL,162 000 KM,2015,AUTOMATIQUE,ML 350
,"BMW
X6
30D3.0",BMW,X6, 18/05/2023, RUSSIE,DIESEL,175 000 KM,2015,AUTOMATIQUE,30D
,"FORD
EDGE
2.0",FORD,EDGE, 18/05/2023, RUSSIE,ESSENCE,170 000 KM,2018,AUTOMATIQUE,2.0
"

                              21 172 €  ","HONDA
S660
0.7",HONDA,S660, 18/05/2023, RUSSIE,ESSENCE,6 400 KM,2019,AUTOMATIQUE,0.7
"

                              15 627 €  ","FORD
FOCUS
2.0",FORD,FOCUS, 18/05/2023, RUSSIE,ESSENCE,99 000 KM,2015,AUTOMATIQUE,2.0
,"MERCEDES
CLASSE C
C 1801.6",MERCEDES,CLASSE C, 18/05/2023, RUSSIE,ESSENCE,195 000 KM,2014,AUTOMATIQUE,C 180
,"MAZDA
2
2.0",MAZDA,2, 18/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.0
"

                              6 805 €  ","VOLKSWAGEN
GOLF PLUS
1.4",VOLKSWAGEN,GOLF PLUS, 18/05/2023, RUSSIE,ESSENCE,301 000 KM,2012,AUTOMATIQUE,1.4
"

                              108 886 €  ","MERCEDES
CLASSE E
E 3002.04MATIC",MERCEDES,CLASSE E, 18/05/2023, RUSSIE,DIESEL,51 121 KM,2021,AUTOMATIQUE,E 300
,"MERCEDES
CLASSE S
S 3504MATIC",MERCEDES,CLASSE S, 18/05/2023, RUSSIE,DIESEL,89 000 KM,2018,AUTOMATIQUE,S 350
,"TOYOTA
PRIUS
1.5",TOYOTA,PRIUS, 18/05/2023, RUSSIE,HYBRIDE,180 000 KM,2009,AUTOMATIQUE,1.5
"

                              4 628 €  ","HYUNDAI
ACCENT
1.5",HYUNDAI,ACCENT, 18/05/2023, RUSSIE,ESSENCE,199 008 KM,2008,AUTOMATIQUE,1.5
"

                              2 611 €  ","LADA
SAMARA
1.6",LADA,SAMARA, 18/05/2023, RUSSIE,ESSENCE,157 000 KM,2007,MANUELLE,1.6
"

                              12 603 €  ","LADA
VESTA
1.6",LADA,VESTA, 18/05/2023, RUSSIE,ESSENCE,14 229 KM,2021,MANUELLE,1.6
,"HYUNDAI
TUCSON
2.0",HYUNDAI,TUCSON, 18/05/2023, RUSSIE,ESSENCE,25 450 KM,2020,AUTOMATIQUE,2.0
"

                              13 399 €  ","KIA
CEED
1.6",KIA,CEED, 18/05/2023, RUSSIE,ESSENCE,66 794 KM,2017,MANUELLE,1.6
"

                              6 957 €  ","HYUNDAI
TIBURON
2.0",HYUNDAI,TIBURON, 18/05/2023, RUSSIE,ESSENCE,103 950 KM,2007,AUTOMATIQUE,2.0
,"TOYOTA
CRESTA
2.0",TOYOTA,CRESTA, 18/05/2023, RUSSIE,ESSENCE,195 000 KM,1996,AUTOMATIQUE,2.0
"

                              6 352 €  ","GAZ
GAZELLE",GAZ,GAZELLE, 19/05/2023, RUSSIE,ESSENCE,200 000 KM,2007,MANUELLE,
"

                              3 630 €  ","GAZ
21",GAZ,21, 19/05/2023, RUSSIE,ESSENCE,400 000 KM,1961,MANUELLE,
,"PORSCHE
PANAMERA
4S",PORSCHE,PANAMERA, 19/05/2023, RUSSIE,ESSENCE,77 800 KM,2019,AUTOMATIQUE,4S
"

                              1 613 €  ","CHERY
A1
1.3",CHERY,A1, 19/05/2023, RUSSIE,ESSENCE,152 000 KM,2012,MANUELLE,1.3
"

                              179 460 €  ","BENTLEY
CONTINENTAL GT
W12 6.0",BENTLEY,CONTINENTAL GT, 19/05/2023, RUSSIE,ESSENCE,58 000 KM,2018,AUTOMATIQUE,W12 6.0
,"DODGE
STRATUS
2.4",DODGE,STRATUS, 19/05/2023, RUSSIE,ESSENCE,200 000 KM,2004,AUTOMATIQUE,2.4
,"LEXUS
SC 430V8 4.3",LEXUS,SC 430V8 4.3, 19/05/2023, RUSSIE,ESSENCE,180 357 KM,2003,AUTOMATIQUE,SC 430
,"JEEP
GRAND CHEROKEE
V6 3.0",JEEP,GRAND CHEROKEE, 19/05/2023, RUSSIE,DIESEL,186 000 KM,2014,AUTOMATIQUE,V6 3.0
,"SUZUKI
SOLIO
1.2",SUZUKI,SOLIO, 19/05/2023, RUSSIE,ESSENCE,94 000 KM,2019,AUTOMATIQUE,1.2
"

                              16 131 €  ","SKODA
OCTAVIA
1.4",SKODA,OCTAVIA, 19/05/2023, RUSSIE,ESSENCE,119 700 KM,2018,AUTOMATIQUE,1.4
,"HONDA
ACCORD
2.0",HONDA,ACCORD, 19/05/2023, RUSSIE,ESSENCE,300 000 KM,1990,MANUELLE,2.0
,"MITSUBISHI
LANCER
1.6",MITSUBISHI,LANCER, 19/05/2023, RUSSIE,ESSENCE,280 000 KM,2006,AUTOMATIQUE,1.6
,"RENAULT
LOGAN
1.4",RENAULT,LOGAN, 19/05/2023, RUSSIE,ESSENCE,410 000 KM,2006,MANUELLE,1.4
"

                              3 529 €  ","NISSAN
SERENA
2.0",NISSAN,SERENA, 19/05/2023, RUSSIE,DIESEL,100 000 KM,1998,AUTOMATIQUE,2.0
"

                              8 066 €  ","CHEVROLET
NIVA
1.7",CHEVROLET,NIVA, 19/05/2023, RUSSIE,ESSENCE,97 000 KM,2019,MANUELLE,1.7
,"MERCEDES
GLE 4504MATIC",MERCEDES,GLE 4504MATIC, 19/05/2023, RUSSIE,ESSENCE,70 000 KM,2020,AUTOMATIQUE,GLE 450
,"MERCEDES
GLE 4504MATIC",MERCEDES,GLE 4504MATIC, 19/05/2023, RUSSIE,ESSENCE,71 170 KM,2019,AUTOMATIQUE,GLE 450
"

                              49 906 €  ","MERCEDES
GLS 634MATIC",MERCEDES,GLS 634MATIC, 19/05/2023, RUSSIE,ESSENCE,138 000 KM,2017,AUTOMATIQUE,GLS 63
"

                              4 537 €  ","VOLKSWAGEN
TRANSPORTER
2.4",VOLKSWAGEN,TRANSPORTER, 19/05/2023, RUSSIE,DIESEL,681 600 KM,1999,MANUELLE,2.4
"

                              1 260 €  ","VOLKSWAGEN
PASSAT
V6 2.8",VOLKSWAGEN,PASSAT, 19/05/2023, RUSSIE,ESSENCE,250 000 KM,1991,MANUELLE,V6 2.8
"

                              23 189 €  ","TOYOTA
CAMRY
V6 3.5",TOYOTA,CAMRY, 19/05/2023, RUSSIE,ESSENCE,122 300 KM,2016,AUTOMATIQUE,V6 3.5
"

                              20 165 €  ","TOYOTA
C-HR
1.8",TOYOTA,C-HR, 19/05/2023, RUSSIE,-,79 000 KM,2019,AUTOMATIQUE,1.8
"

                              14 921 €  ","TOYOTA
ALLION
1.5",TOYOTA,ALLION, 19/05/2023, RUSSIE,ESSENCE,104 000 KM,2016,AUTOMATIQUE,1.5
"

                              49 785 €  ","KIA
MOHAVE
V6 3.0",KIA,MOHAVE, 19/05/2023, RUSSIE,DIESEL,29 000 KM,2020,AUTOMATIQUE,V6 3.0
"

                              40 832 €  ","TOYOTA
CAMRY
2.0",TOYOTA,CAMRY, 19/05/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
,"LADA
GRANTA
1.6",LADA,GRANTA, 19/05/2023, RUSSIE,ESSENCE,187 400 KM,2013,MANUELLE,1.6
,"TOYOTA
RAV4
2.0",TOYOTA,RAV4, 19/05/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,2.0
,"LADA
GRANTA
1.6",LADA,GRANTA, 19/05/2023, RUSSIE,ESSENCE,23 000 KM,2021,MANUELLE,1.6
,"KIA
K5",KIA,K5, 19/05/2023, RUSSIE,ESSENCE,37 000 KM,2020,AUTOMATIQUE,
,"LADA
VESTA
1.6",LADA,VESTA, 19/05/2023, RUSSIE,ESSENCE,62 000 KM,2020,MANUELLE,1.6
,"INFINITI
EX25",INFINITI,EX25, 20/05/2023, RUSSIE,ESSENCE,184 808 KM,2011,AUTOMATIQUE,EX25
,"PORSCHE
PANAMERA
V6 3.0",PORSCHE,PANAMERA, 20/05/2023, RUSSIE,DIESEL,156 000 KM,2012,AUTOMATIQUE,V6 3.0
,"CHERY
TIGGO
1.5",CHERY,TIGGO, 20/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              18 450 €  ","UAZ
PATRIOT
2.7",UAZ,PATRIOT, 20/05/2023, RUSSIE,ESSENCE,22 395 KM,2021,AUTOMATIQUE,2.7
,"CITROEN
C4 GRAND PICASSO
1.6",CITROEN,C4 GRAND PICASSO, 20/05/2023, RUSSIE,DIESEL,165 500 KM,2010,AUTOMATIQUE,1.6
,"MAZDA
6
2.5",MAZDA,6, 20/05/2023, RUSSIE,ESSENCE,56 000 KM,2019,AUTOMATIQUE,2.5
,"RENAULT
LOGAN
1.6",RENAULT,LOGAN, 20/05/2023, RUSSIE,ESSENCE,229 800 KM,2015,MANUELLE,1.6
